web_scraper_order,web_scraper_start_url,titre,prix,kilometrage,boite_vitesses,region
"1787170535-231","https://www.gaaraas.com/fr/users/dakar-auto?page=1","2007 Volkswagen Passat","CFA 2 900 000","265 000 km","Manuelle","Dakar"
"1787170535-232","https://www.gaaraas.com/fr/users/dakar-auto?page=1","2003 Opel Astra","CFA 2 500 000","160 000 km","Manuelle","Dakar"
"1787170535-233","https://www.gaaraas.com/fr/users/dakar-auto?page=1","2014 Ford Focus","CFA 4 500 000","115 000 km","Automatique","Dakar"
"1787170535-234","https://www.gaaraas.com/fr/users/dakar-auto?page=1","2008 Ford Edge","CFA 7 000 000","125 000 km","Automatique","Dakar"
"1787170535-235","https://www.gaaraas.com/fr/users/dakar-auto?page=1","2012 Mitsubishi L200","CFA 11 900 000","116 000 km","Manuelle","Dakar"
"1787170535-236","https://www.gaaraas.com/fr/users/dakar-auto?page=1","2006 Ford Taurus","CFA 3 800 000","200 000 km","Manuelle","Dakar"
"1787170535-237","https://www.gaaraas.com/fr/users/dakar-auto?page=1","2005 Renault Scenic","CFA 2 200 000","140 000 km","Manuelle","Dakar"
"1787170535-238","https://www.gaaraas.com/fr/users/dakar-auto?page=1","2007 Peugeot 307","CFA 2 000 000","160 000 km","Manuelle","Dakar"
"1787170535-239","https://www.gaaraas.com/fr/users/dakar-auto?page=1","2008 Mitsubishi Spacestar","CFA 2 000 000","160 000 km","Manuelle","Dakar"
"1787170535-240","https://www.gaaraas.com/fr/users/dakar-auto?page=1","2008 Citroen C4","CFA 2 100 000","160 000 km","Manuelle","Dakar"
"1787170535-241","https://www.gaaraas.com/fr/users/dakar-auto?page=1","2009 Toyota Camry","CFA 3 500 000","145 000 km","Automatique","Dakar"
"1787170535-242","https://www.gaaraas.com/fr/users/dakar-auto?page=1","2005 Citroen C5","CFA 2 100 000","334 000 km","Manuelle","Dakar"
"1787170535-243","https://www.gaaraas.com/fr/users/dakar-auto?page=1","2008 Peugeot 307","CFA 2 600 000","250 000 km","Manuelle","Dakar"
"1787170535-244","https://www.gaaraas.com/fr/users/dakar-auto?page=1","2008 Hyundai Tucson","CFA 2 600 000","110 000 km","Manuelle","Dakar"
"1787170535-245","https://www.gaaraas.com/fr/users/dakar-auto?page=1","2007 Ford Escort","CFA 2 700 000","174 000 km","Manuelle","Dakar"
